Артикул;Ozon Product ID;FBO OZON SKU ID;FBS OZON SKU ID;Barcode;Наименование товара;Контент-рейтинг;Бренд;Статус товара;Видимость FBO;Причины скрытия FBO (при наличии);Видимость FBS;Причины скрытия FBS (при наличии);Дата создания;Коммерческая категория;Объем товара, л;Объемный вес, кг;Доступно на складе Ozon, шт;Вывезти и нанести КИЗ (кроме Твери), шт;Зарезервировано, шт;Доступно на моих складах, шт;Зарезервировано на моих складах, шт;Текущая цена с учетом скидки, руб.;Цена до скидки (перечеркнутая цена), руб.;Цена Premium, руб.;Рыночная цена, руб.;Актуальная ссылка на рыночную цену;Размер НДС, %
014398;89066154;284672329;284672333;OZN284672329;"Фонарь задний МТЗ ""БЕЛАРУС"" пластик Ф-401";'32.5;AMZ;Готов к продаже;Показывается;;Показывается;;05.07.2021 08:44;Фонарь задний для авто;'2.02;'0.4;0;0;0;0;0;825.00;1188.00;;;;20%
